"TIMESTAMP_START","TIMESTAMP_END","DO","TW","COND_WATER","WTD","ALB_1_1_2","NETRAD_1_1_2","SW_IN_1_1_2","SW_OUT_1_1_2","LW_IN_1_1_2","LW_OUT_1_1_2","T_CANOPY","SW_IN_1_1_3","VWC_3_1_1","Ka_3_1_1","TS_3_1_1","BulkEC_3_1_1","VWC_3_2_1","Ka_3_2_1","TS_3_2_1","BulkEC_3_2_1","VWC_3_3_1","Ka_3_3_1","TS_3_3_1","BulkEC_3_3_1","VWC_3_4_1","Ka_3_4_1","TS_3_4_1","BulkEC_3_4_1","VWC_3_5_1","Ka_3_5_1","TS_3_5_1","BulkEC_3_5_1","VWC_3_6_1","Ka_3_6_1","TS_3_6_1","BulkEC_3_6_1","VWC_3_7_1","Ka_3_7_1","TS_3_7_1","BulkEC_3_7_1","VWC_3_8_1","Ka_3_8_1","TS_3_8_1","BulkEC_3_8_1","VWC_3_9_1","Ka_3_9_1","TS_3_9_1","BulkEC_3_9_1","G_3_1_1","TA_1_3_1","RH_1_3_1","LE_1_1_2","H_1_1_2","VPD_1_1_2","PA_1_1_2","TA_1_1_2","RH_1_1_2"
"NAN","NAN",-0.1663168,-0.032883,16835.47,-0.1583445,"NAN","NAN",0,0,0,0,14.49129,666.6924,0,0.9250764,22.1705,0,0.0544361,4.093195,12.90747,0.1620326,0.981892,79.61293,8.41513,1.896655,0.5991926,43.19965,8.670501,1.142268,0.5681493,40.73022,8.41513,2.140736,0.5099965,36.29986,7.928802,2.908986,0.6532857,47.6763,7.279357,5.827513,0.8864689,69.49996,6.615905,8.768217,1.531328,151.2019,6.040863,8.671714,52.54531,12.011,49.719,51.4,212.4,0.76,86.58,12.03,46.73
"NAN","NAN",-0.1335358,-0.026402,16841.91,-0.1550222,"NAN","NAN",0,0,0,0,15.04804,655.6834,0,0.8853191,21.36236,0,0.0540577,4.07975,13.2561,0.1606226,0.9868521,80.15737,8.478881,1.891873,0.6012952,43.36954,8.627899,1.142131,0.5675734,40.68509,8.39392,2.162545,0.5061127,35.90649,7.949829,2.897152,0.6501015,47.40667,7.279357,5.83128,0.8867818,69.53199,6.636566,8.763958,1.542449,152.8859,6.040863,8.597577,57.53741,12.449,48.461,59.3,208.3,0.84,86.57,12.79,44.06
"NAN","NAN",-0.1561342,-0.030867,16852.54,-0.1535811,"NAN","NAN",0,0,0,0,15.18356,565.5816,0,0.928124,20.15548,0,0.0571117,4.188883,13.2561,0.1647865,0.9827362,79.70545,8.521423,1.897382,0.6184472,44.76783,8.606567,1.193271,0.5676359,40.68998,8.37268,2.165659,0.5055493,35.84719,7.928802,2.899303,0.654111,47.74631,7.258514,5.827776,0.889663,69.82733,6.615905,8.783863,1.522621,149.8898,6.040863,8.670175,50.27181,12.7,48.85,59.8,189.9,0.89,86.54,13.13,41.83
"NAN","NAN",-0.119021,-0.023535,16856.95,-0.1543937,"NAN","NAN",0,0,0,0,14.65557,361.7745,0,0.8967277,17.1311,0,0.0537217,4.067831,12.67651,0.1589643,0.9784161,79.23252,8.585234,1.88017,0.6205043,44.93703,8.563964,1.187184,0.5648594,40.47277,8.35147,2.160594,0.5055085,35.8429,7.928802,2.898393,0.6530905,47.65974,7.279357,5.789283,0.9066968,71.58634,6.636566,8.72385,1.523978,150.094,6.040863,8.638925,43.0965,12.361,48.744,39.9,122.2,0.86,86.55,12.87,42.65
"NAN","NAN",-0.1344737,-0.026585,16865.63,-0.1543583,"NAN","NAN",0,0,0,0,13.86714,366.227,0,0.8918944,16.59844,0,0.0512037,3.979066,12.14956,0.1639682,0.9903232,80.53948,8.627899,1.89881,0.6218981,45.05184,8.521423,1.197939,0.5672278,40.65802,8.33029,2.152084,0.5075588,36.05895,7.928802,2.909948,0.6498696,47.38706,7.279357,5.836385,0.91573,72.52806,6.636566,8.777598,1.526845,150.5256,6.081756,8.64036,27.65251,12.505,44.029,64.5,115.9,0.87,86.55,12.79,41.55
"NAN","NAN",-0.1234425,-0.024413,16884.63,-0.1643582,"NAN","NAN",0,0,0,0,13.5564,280.7213,0,0.9132214,14.77423,0,0.053353,4.054773,11.65081,0.1584148,0.9825796,79.6883,8.627899,1.897535,0.6212561,44.99894,8.500122,1.212432,0.5652731,40.5051,8.309082,2.151556,0.509369,36.25024,7.928802,2.906463,0.6464812,47.10103,7.300201,5.831059,0.9254267,73.54576,6.636566,8.791814,1.535818,151.8806,6.06134,8.674587,27.23423,11.616,50.525,33.6,124.8,0.83,86.55,12.49,43.32
"NAN","NAN",-0.09758386,-0.019296,16898.49,-0.1626757,"NAN","NAN",0,0,0,0,11.2341,144.0986,0,0.8686182,11.99032,0,0.0521602,4.012671,10.29333,0.1583986,0.9828751,79.72068,8.627899,1.889395,0.6259342,45.38515,8.457611,1.205996,0.5691707,40.81031,8.287872,2.160407,0.5051465,35.80481,7.907714,2.908151,0.6497597,47.37777,7.279357,5.821093,0.944505,75.56884,6.636566,8.781745,1.508756,147.8125,6.06134,8.6606,19.2159,9.406999,62.94,-8.9,71.3,0.59,86.56,10.68,54.25
"NAN","NAN",-0.1229065,-0.024304,16897.48,-0.1677549,"NAN","NAN",0,0,0,0,9.170039,131.6706,0,0.8653235,10.13977,0,0.0493648,3.914863,9.141632,0.1579275,0.9788578,79.28079,8.585234,1.894689,0.6256387,45.36071,8.436402,1.206004,0.5665889,40.60801,8.224366,2.161069,0.5096317,36.27287,7.907714,2.903047,0.6501555,47.41123,7.300201,5.845635,0.9126434,72.20558,6.657196,8.757664,1.532443,151.3704,6.081756,8.650489,10.40236,8.168,69.268,6.1,41,0.45,86.6,9.09,61.4
"NAN","NAN",-0.09740521,-0.019256,16903.05,-0.1805547,"NAN","NAN",0,0,0,0,8.451116,180.3114,0,0.8627917,9.877655,0,0.0537485,4.06878,8.713166,0.1557771,0.9818331,79.60649,8.542662,1.900233,0.6200251,44.89758,8.39392,1.204376,0.5628548,40.3163,8.224366,2.168286,0.5049677,35.78601,7.907714,2.900022,0.6463666,47.09138,7.279357,5.831887,0.9181514,72.78152,6.657196,8.815873,1.527288,150.5924,6.081756,8.641593,6.118502,8.339,68.712,21.1,55.6,0.41,86.62,8.66,63.77
"NAN","NAN",-0.08329239,-0.016466,16908.14,-0.166629,"NAN","NAN",0,0,0,0,8.410036,124.1333,0,0.8516878,8.991302,0,0.0509835,3.971351,8.309082,0.1586177,0.9767601,79.05159,8.500122,1.899656,0.6173074,44.67422,8.35147,1.204012,0.5669374,40.63529,8.203186,2.163533,0.5009927,35.36932,7.886688,2.906261,0.6460958,47.06855,7.279357,5.853336,0.9114228,72.07828,6.657196,8.799618,1.524221,150.1306,6.06134,8.665843,7.179239,7.325,74.015,18.7,50.1,0.4,86.65,8.42,64.81
"NAN","NAN",-0.1158055,-0.022893,16909.84,-0.1756419,"NAN","NAN",0,0,0,0,7.344069,81.19646,0,0.8620232,8.118621,0,0.0535181,4.060619,7.760528,0.1565477,0.9856124,80.02114,8.457611,1.897343,0.6133602,44.3508,8.33029,1.189131,0.5674874,40.67836,8.182067,2.162133,0.5072132,36.02249,7.886688,2.909022,0.6492123,47.33151,7.279357,5.837885,0.9038481,71.29065,6.657196,8.75288,1.524785,150.2155,6.06134,8.625392,4.160267,6.807,75.819,11.3,28.4,0.35,86.69,7.69,67.56
"NAN","NAN",-0.07980885,-0.015778,16902.27,-0.1875755,"NAN","NAN",0,0,0,0,6.942442,70.64378,0,0.8321804,7.613678,0,0.0515835,3.992392,7.425384,0.1568448,0.987738,80.2548,8.436402,1.908479,0.6205785,44.94313,8.309082,1.184472,0.5672708,40.66139,8.182067,2.158679,0.5067618,35.97489,7.865631,2.912139,0.6590869,48.16949,7.279357,5.848418,0.8962087,70.50072,6.636566,8.790294,1.516627,148.99,6.081756,8.659182,2.20367,6.395,77.97,5.6,34.5,0.31,86.72,7.39,69.97
"NAN","NAN",-0.1175472,-0.023241,16915.8,-0.1866309,"NAN","NAN",0,0,0,0,6.521831,64.50172,0,0.8843473,7.341918,0,0.0523563,4.019578,7.237701,0.1587313,0.9851206,79.96709,8.35147,1.901075,0.6168905,44.64,8.287872,1.173836,0.5666726,40.61456,8.13974,2.159515,0.505784,35.87189,7.865631,2.909557,0.6507539,47.46184,7.279357,5.785831,0.9090744,71.83363,6.657196,8.795818,1.530119,151.0194,6.081756,8.693104,1.151261,6.019,80.36,10.2,19.6,0.28,86.75,7.05,72.3
"NAN","NAN",-0.1070073,-0.021154,16919.31,-0.1952991,"NAN","NAN",0,0,0,0,5.830125,36.15979,0,0.8658246,6.781158,0,0.052455,4.023056,7.092071,0.1621461,0.9855036,80.00917,8.309082,1.90216,0.6127991,44.30493,8.266722,1.1891,0.5648733,40.47385,8.13974,2.159717,0.5080018,36.10571,7.865631,2.900858,0.6517171,47.54338,7.279357,5.842713,0.9036672,71.27191,6.677856,8.777483,1.520444,149.5628,6.081756,8.649582,0.6003738,5.594,85.235,15.4,-20,0.22,86.77,6.57,77.24
"NAN","NAN",-0.1009334,-0.019952,16919.21,-0.1956965,"NAN","NAN",0,0,0,0,5.337941,43.1495,0,0.8159517,6.554077,0,0.0536579,4.065571,7.029785,0.1613819,0.9866578,80.136,8.287872,1.909863,0.6132768,44.34398,8.266722,1.17888,0.5603896,40.12429,8.118621,2.151609,0.5018359,35.45752,7.823547,2.911357,0.6485164,47.27273,7.279357,5.836674,0.9117317,72.11048,6.677856,8.804938,1.519738,149.4566,6.06134,8.65525,-1.938997,5.37,85.381,-10,-19.5,0.27,86.8,7.3,73.41
"NAN","NAN",-0.1008441,-0.019942,16930.77,-0.1992228,"NAN","NAN",0,0,0,0,5.626176,158.4469,0,0.8426881,7.216857,0,0.0621378,4.371619,7.237701,0.1702304,0.9855686,80.01631,8.266722,1.910147,0.6188339,44.79961,8.245545,1.1823,0.5640988,40.41337,8.097502,2.161166,0.5069635,35.99615,7.844604,2.898882,0.6569698,47.98922,7.279357,5.833563,0.9209255,73.07246,6.636566,8.792478,1.533227,151.4888,6.102233,8.611872,-2.905075,5.482,84.806,11.5,12.7,0.27,86.81,7.52,73.58
"NAN","NAN",-0.09887902,-0.019548,16924.24,-0.2004959,"NAN","NAN",0,0,0,0,5.481467,50.33168,0,0.9212205,6.781158,0,0.0560623,4.151221,7.133636,0.1642215,0.9754407,78.90759,8.224366,1.89972,0.6134675,44.35958,8.224366,1.180658,0.5647849,40.46694,8.076385,2.160996,0.5064507,35.9421,7.823547,2.914306,0.6602997,48.27292,7.258514,5.827143,0.9060378,71.51789,6.677856,8.791293,1.513295,148.4909,6.102233,8.59497,-0.1685084,5.357,84.892,2,-3.3,0.27,86.84,7.03,73.2
"NAN","NAN",-0.09503818,-0.018792,16928.19,-0.2015728,"NAN","NAN",0,0,0,0,5.062346,-2.851308,0,0.8818314,6.020416,0,0.05085,3.966677,6.822509,0.1702349,0.9816451,79.58588,8.224366,1.898611,0.6134582,44.35882,8.224366,1.177197,0.5647192,40.46181,8.076385,2.155783,0.505474,35.83926,7.80255,2.901251,0.6527705,47.63262,7.258514,5.814275,0.9601953,77.2532,6.677856,8.80484,1.538792,152.3312,6.102233,8.60269,-2.253128,5.004,85.552,4.9,-3.4,0.26,86.87,6.74,73.81
"NAN","NAN",-0.1198696,-0.023704,16928.08,-0.1965253,"NAN","NAN",0,0,0,0,4.602552,-9.905462,0,0.8656065,5.389434,0,0.0544496,4.093673,6.492279,0.1684952,0.9858074,80.04255,8.203186,1.910244,0.6161454,44.57889,8.224366,1.172217,0.5677899,40.70204,8.055267,2.15398,0.5083394,36.14137,7.80255,2.904252,0.6502578,47.41988,7.237701,5.823194,0.8928097,70.15067,6.677856,8.75903,1.540185,152.5424,6.102233,8.656551,-4.960993,4.625,86.823,1,-12.6,0.25,86.88,6.6,74.69
"NAN","NAN",-0.09258184,-0.018305,16930.86,-0.1958629,"NAN","NAN",0,0,0,0,4.121847,-9.595718,0,0.8252048,4.884582,0,0.0569145,4.181792,6.163665,0.1726992,0.980538,79.46462,8.182067,1.904778,0.6094198,44.02911,8.224366,1.17443,0.568264,40.7392,8.03421,2.1636,0.501971,35.47164,7.80255,2.911055,0.6552175,47.84024,7.258514,5.826793,0.9202706,73.00374,6.677856,8.751786,1.535639,151.8536,6.102233,8.644966,-6.885137,4.262,87.946,0.2,-3.3,0.28,86.88,6.94,71.95
"NAN","NAN",-0.1020499,-0.020178,16927.15,-0.1966978,"NAN","NAN",0,0,0,0,3.448969,-11.05697,0,0.8717336,3.765564,0,0.0562961,4.159597,5.551727,0.1683642,0.9822924,79.65682,8.13974,1.903333,0.6105523,44.12145,8.224366,1.167619,0.5647141,40.46142,8.03421,2.167238,0.5063957,35.93631,7.80255,2.894955,0.6496239,47.36629,7.258514,5.800155,0.9001447,70.90718,6.677856,8.760566,1.535877,151.8896,6.081756,8.64959,-8.086934,3.386,88.462,3,-2.3,0.26,86.9,6.26,72.38
"NAN","NAN",-0.1007548,-0.019921,16936.18,-0.2035601,"NAN","NAN",0,0,0,0,2.744703,-10.36598,0,0.8298182,2.896789,0,0.0568158,4.178245,5.005432,0.1671492,0.9852102,79.97695,8.118621,1.90191,0.6016093,43.39495,8.224366,1.157491,0.5666621,40.61373,8.03421,2.153099,0.5063593,35.93248,7.781524,2.917073,0.6508297,47.46826,7.258514,5.842425,0.9125634,72.19725,6.677856,8.772324,1.531161,151.1767,6.102233,8.624555,-11.22795,3.373,89.43,-0.5,-7.1,0.26,86.93,6.03,72.44
"NAN","NAN",-0.1050422,-0.02076,16930.58,-0.2044864,"NAN","NAN",0,0,0,0,2.682616,-10.82513,0,0.8861651,2.133544,0,0.0537969,4.070498,4.523162,0.170342,0.9877293,80.25386,8.055267,1.898759,0.6064527,43.78767,8.224366,1.158355,0.5697027,40.85206,8.03421,2.164157,0.5042738,35.71309,7.781524,2.890243,0.6513839,47.51517,7.237701,5.850275,0.9043334,71.341,6.677856,8.795868,1.526096,150.4127,6.122711,8.68208,-13.26596,3.33,89.671,1.2,-2.4,0.26,86.96,6.2,72.11
"NAN","NAN",-0.1274173,-0.025179,16925.71,-0.1934794,"NAN","NAN",0,0,0,0,2.674772,-9.486264,0,0.8220486,1.977691,0,0.0541386,4.082623,4.203308,0.1664246,0.9756694,78.93254,8.03421,1.907623,0.6014848,43.38487,8.224366,1.154997,0.5627227,40.30601,8.03421,2.157316,0.507026,36.00274,7.760528,2.91405,0.6500632,47.40342,7.279357,5.850393,0.9101432,71.94493,6.698486,8.748822,1.540015,152.5165,6.102233,8.64849,-14.82358,3.669,89.863,3,0.4,0.28,86.99,6.61,71.27
"NAN","NAN",-0.1049529,-0.02074,16932.9,-0.208642,"NAN","NAN",0,0,0,0,3.084019,-9.26168,0,0.8367769,2.348175,0,0.0523496,4.01934,4.283142,0.1661108,0.9843442,79.88186,7.970916,1.899944,0.6094304,44.02998,8.224366,1.172769,0.566699,40.61662,7.992004,2.156654,0.5044191,35.72836,7.739532,2.915968,0.6548523,47.80923,7.258514,5.826057,0.9236864,73.36261,6.698486,8.806626,1.505613,147.3435,6.102233,8.656596,-13.8072,4.048,89.913,0.3,-4.6,0.28,87.01,6.74,71.42
"NAN","NAN",-0.106248,-0.020999,16940.75,-0.2167823,"NAN","NAN",0,0,0,0,3.437582,-9.425298,0,0.8710095,2.720123,0,0.0548188,4.106814,4.403076,0.172774,0.9821608,79.6424,7.928802,1.898862,0.617107,44.65777,8.245545,1.192354,0.5612642,40.19235,7.992004,2.157676,0.5061908,35.91472,7.760528,2.897593,0.6508101,47.4666,7.258514,5.780687,0.9114679,72.08296,6.698486,8.76767,1.538137,152.2319,6.122711,8.6554,-11.92916,3.963,90.016,0.2,-12.3,0.26,87.03,6.51,73.28
"NAN","NAN",-0.1341164,-0.026497,16940.15,-0.21926,"NAN","NAN",0,0,0,0,3.633481,-7.843702,0,1.116334,2.62207,0,0.0693086,4.639088,3.984161,0.2454659,0.9810504,79.52074,7.865631,1.900872,0.6147293,44.46285,8.224366,1.198904,0.56698,40.63862,7.992004,2.163387,0.5069611,35.99589,7.760528,2.909421,0.6502414,47.4185,7.258514,5.843975,0.9376944,74.84349,6.677856,8.761358,1.530738,151.1128,6.122711,8.652111,-10.46419,3.754,90.307,-3.8,-15.2,0.24,87.07,6.34,74.49
"NAN","NAN",-0.09459158,-0.018695,16940.15,-0.2326002,"NAN","NAN",0,0,0,0,3.458153,-7.773525,0,1.063026,3.330078,0,0.0715842,4.725627,4.223266,0.2583146,0.9788931,79.28466,7.760528,1.902688,0.6208031,44.96162,8.203186,1.20133,0.5687889,40.78037,7.992004,2.156889,0.5044488,35.73147,7.739532,2.898557,0.6544967,47.77904,7.258514,5.826446,0.9157863,72.53395,6.677856,8.774198,1.52992,150.9893,6.122711,8.62997,-8.883202,3.725,90.84,0.1,-7.3,0.29,87.08,6.93,70.75
"NAN","NAN",-0.1155375,-0.022831,16946.79,-0.2207746,"NAN","NAN",0,0,0,0,3.484197,-9.217021,0,1.005369,3.488189,0,0.0628049,4.396167,4.383087,0.2598544,0.977361,79.11721,7.718536,1.902136,0.6153517,44.51383,8.203186,1.194069,0.5663553,40.58973,7.970916,2.152162,0.5063651,35.93307,7.739532,2.908171,0.656725,47.96839,7.237701,5.829622,0.9214073,73.12305,6.698486,8.794008,1.539003,152.3631,6.143188,8.595749,-5.901745,3.725,90.798,0.8,-13.7,0.3,87.05,7.02,70.44
"NAN","NAN",-0.1126345,-0.022257,16938.16,-0.2162407,"NAN","NAN",0,0,0,0,2.939893,-11.22089,0,0.9708593,2.661254,0,0.0677722,4.581113,4.103607,0.2620718,0.980471,79.45731,7.676574,1.907454,0.6078064,43.89773,8.182067,1.180793,0.5646656,40.45762,7.992004,2.160828,0.504508,35.7377,7.739532,2.904504,0.6497945,47.38071,7.258514,5.828026,0.9054444,71.45629,6.677856,8.785796,1.55059,154.1247,6.102233,8.651754,-5.801319,2.571,90.702,0.5,-24.3,0.27,87.01,6.26,71.08
"NAN","NAN",-0.1488991,-0.029419,16943.44,-0.21894,"NAN","NAN",0,0,0,0,2.044084,-11.07938,0,0.9609152,1.938781,0,0.0592731,4.266986,3.686218,0.2602396,0.9818192,79.60495,7.613678,1.897905,0.6086159,43.96363,8.182067,1.17798,0.5618508,40.23805,7.970916,2.159941,0.5058751,35.88148,7.739532,2.906565,0.6525803,47.6165,7.258514,5.769195,0.8883854,69.69631,6.698486,8.797506,1.535854,151.8862,6.143188,8.634162,-9.439249,2.067,91.329,-0.7,-23.5,0.26,86.99,5.5,71.01
"NAN","NAN",-0.1392077,-0.027503,16943.33,-0.2192253,"NAN","NAN",0,0,0,0,1.361544,-10.81397,0,0.9218516,1.221344,0,0.0569402,4.182714,3.349853,0.2603467,0.9820272,79.62774,7.592742,1.915423,0.6090228,43.99677,8.182067,1.174735,0.5689167,40.79039,7.970916,2.165006,0.506537,35.95119,7.739532,2.905773,0.6500296,47.40059,7.258514,5.785845,0.939086,74.9914,6.698486,8.804343,1.523454,150.0152,6.122711,8.660815,-11.10666,1.391,91.586,1.8,-15,0.25,86.97,4.87,71.16
"NAN","NAN",-0.1132151,-0.022364,16944.67,-0.2120655,"NAN","NAN",0,0,0,0,0.678128,-11.03667,0,1.072709,0.6237488,0,0.0685215,4.609343,3.152587,0.2540433,0.9785962,79.25222,7.550872,1.920862,0.6105138,44.11831,8.160888,1.17505,0.5731115,41.12006,7.970916,2.162315,0.5038575,35.66939,7.718536,2.915632,0.6520505,47.57162,7.258514,5.856544,0.8815134,68.9935,6.698486,8.790435,1.531848,151.2804,6.102233,8.704116,-13.42328,0.967,91.845,-0.8,-6.6,0.25,86.95,4.48,70.18
"NAN","NAN",-0.1605556,-0.031717,16939.56,-0.2043026,"NAN","NAN",0,0,0,0,0.1245066,-11.09594,0,0.960173,0.5275879,0,0.0618415,4.360736,3.054107,0.256792,0.9857792,80.03946,7.488098,1.912852,0.6126285,44.29098,8.118621,1.164224,0.5641229,40.41524,7.970916,2.14922,0.5060201,35.89674,7.718536,2.90777,0.6557537,47.88581,7.216857,5.785047,0.9152194,72.47467,6.719116,8.786953,1.501303,146.7017,6.143188,8.619292,-16.53629,0.841,92.025,0.5,-1.5,0.27,86.94,4.59,68.34
"NAN","NAN",-0.1491224,-0.029457,16943.1,-0.2165452,"NAN","NAN",0,0,0,0,-0.1357856,-10.75382,0,0.99331,0.1630859,0,0.0622394,4.375352,2.778961,0.2511915,0.9917989,80.70221,7.446289,1.920216,0.5994248,43.2184,8.118621,1.163322,0.563693,40.38169,7.970916,2.157027,0.504627,35.7502,7.718536,2.90763,0.6477827,47.2108,7.237701,5.856805,0.9113078,72.06629,6.698486,8.786648,1.525461,150.3173,6.143188,8.626314,-16.15816,1.079,92.661,0.4,1.9,0.27,86.94,4.37,67.96
"NAN","NAN",-0.1053995,-0.020818,16943.41,-0.2175769,"NAN","NAN",0,0,0,0,0.5525926,-9.731361,0,0.9421092,0.0864258,0,0.0590948,4.260516,2.70047,0.251602,0.9882929,80.3159,7.40451,1.917709,0.6016666,43.39957,8.097502,1.155857,0.5642453,40.4248,7.928802,2.162204,0.5062931,35.92549,7.718536,2.897685,0.6489993,47.31351,7.237701,5.875053,0.9116259,72.09944,6.719116,8.819909,1.530871,151.1329,6.143188,8.66948,-16.73928,1.461,92.706,-0.4,-2.3,0.27,86.95,4.98,68.73
"NAN","NAN",-0.1510428,-0.029835,16944.65,-0.2209669,"NAN","NAN",0,0,0,0,0.7746002,-10.51788,0,0.9516566,-0.0857849,0,0.0594044,4.271754,2.543762,0.2529233,0.9862134,80.08716,7.341918,1.925303,0.6027938,43.49082,8.076385,1.150665,0.5660938,40.56927,7.928802,2.167673,0.5027286,35.55099,7.69754,2.914796,0.6591192,48.17225,7.237701,5.831251,0.8928956,70.1595,6.698486,8.803237,1.52026,149.5352,6.163665,8.661104,-16.54792,1.151,92.477,-0.8,-4.1,0.27,86.95,4.98,68.73
"NAN","NAN",-0.116788,-0.023063,16939.12,-0.2119695,"NAN","NAN",0,0,0,0,0.4688084,-10.15153,0,0.9262776,-0.4105835,0,0.0603719,4.306972,2.309143,0.2523254,0.987749,80.25602,7.279357,1.925785,0.6074147,43.86587,8.076385,1.156977,0.5673271,40.6658,7.928802,2.163847,0.5071017,36.01072,7.718536,2.917919,0.6535946,47.70249,7.237701,5.831343,0.8959416,70.47318,6.719116,8.792662,1.532197,151.3331,6.143188,8.643087,-16.67307,1.672,92.884,0.4,1.9,0.3,86.94,5.28,66.7
"NAN","NAN",-0.1614041,-0.031876,16937.98,-0.2218737,"NAN","NAN",0,0,0,0,0.4758518,-9.200052,0,0.9191385,-0.2196045,0,0.0567706,4.17662,2.367736,0.2504388,0.977449,79.12681,7.216857,1.912808,0.6133996,44.35403,8.03421,1.169334,0.5631315,40.33788,7.928802,2.151017,0.5075618,36.05926,7.718536,2.922869,0.6476797,47.2021,7.237701,5.816643,0.8784046,68.67676,6.719116,8.801638,1.536137,151.929,6.143188,8.656418,-17.2752,1.223,92.596,1,0.4,0.27,86.94,4.99,68.54
"NAN","NAN",-0.1388504,-0.02742,16934.39,-0.2205103,"NAN","NAN",0,0,0,0,0.6440476,-8.493061,0,0.954501,0.1822205,0,0.0608055,4.322799,2.524169,0.2496159,0.985969,80.0603,7.154418,1.925499,0.6109745,44.1559,8.013092,1.171252,0.5676755,40.69309,7.907714,2.160768,0.5081762,36.12413,7.69754,2.922338,0.6526529,47.62265,7.237701,5.823973,0.8856845,69.41966,6.719116,8.803724,1.528106,150.7156,6.143188,8.65612,-16.21911,1.25,92.666,0.4,-4.9,0.26,86.94,4.74,70.05
"NAN","NAN",-0.1442544,-0.028491,16942.89,-0.2213513,"NAN","NAN",0,0,0,0,0.8612578,-4.786229,0,0.8798094,0.2780762,0,0.0616168,4.352497,2.504608,0.2467267,0.9826,79.69052,7.092071,1.908218,0.6087416,43.97387,7.970916,1.174676,0.5604217,40.1268,7.907714,2.161769,0.5055609,35.84841,7.69754,2.923263,0.6492012,47.33057,7.237701,5.868899,0.8874303,69.59841,6.719116,8.772762,1.526334,150.4486,6.163665,8.613068,-14.90205,1.319,92.762,0.5,-8.1,0.26,86.92,4.8,69.79
"NAN","NAN",-0.1580992,-0.031219,16938.16,-0.2106808,"NAN","NAN",0,0,0,0,1.169273,28.35947,0,0.9299259,0.7584229,0,0.0611087,4.333885,2.680877,0.2426094,0.9797963,79.38346,7.029785,1.91273,0.6220269,45.06245,7.949829,1.196849,0.5683047,40.74239,7.886688,2.164428,0.5080479,36.11059,7.69754,2.91555,0.6523269,47.59503,7.237701,5.823989,0.9319962,74.23928,6.698486,8.822444,1.558984,155.4071,6.163665,8.609939,-14.18619,1.629,92.936,-0.1,-10.4,0.26,86.91,5.02,70.46
"NAN","NAN",-0.1643071,-0.032444,16947.3,-0.2057528,"NAN","NAN",0,0,0,0,2.070094,82.4792,0,0.9565215,1.666778,0,0.0582644,4.230448,3.054107,0.250284,0.9866278,80.13271,6.988281,1.893179,0.6194286,44.84851,7.907714,1.187673,0.5695103,40.83696,7.907714,2.166654,0.5079135,36.09638,7.676574,2.917238,0.6509478,47.47826,7.237701,5.843422,0.8850338,69.35312,6.719116,8.783907,1.525321,150.2961,6.163665,8.675942,-12.19622,2.555,93.177,0.4,-4.3,0.25,86.91,5.66,72.71
"NAN","NAN",-0.139967,-0.02764,16950.6,-0.2153153,"NAN","NAN",0,0,0,0,3.416522,182.0454,0,0.9907327,5.045745,0,0.0613099,4.341251,4.32312,0.2468236,0.9792908,79.32817,6.946777,1.895094,0.6191534,44.82588,7.886688,1.189384,0.5648478,40.47186,7.886688,2.158461,0.5092074,36.23313,7.676574,2.906751,0.6537939,47.7194,7.216857,5.8217,0.8986602,70.7537,6.719116,8.789893,1.547574,153.6652,6.184173,8.69703,-8.528833,3.738,93.305,4.6,9.4,0.23,86.92,6.59,76.47
"NAN","NAN",-0.1541691,-0.030441,16954.99,-0.2076596,"NAN","NAN",0,0,0,0,4.625719,212.0019,0,0.9495704,7.718536,0,0.0574247,4.200149,5.897857,0.248344,0.980525,79.46321,6.946777,1.894791,0.6148086,44.46934,7.865631,1.184844,0.5668363,40.62737,7.823547,2.160646,0.5059968,35.89429,7.655609,2.911018,0.6536325,47.70571,7.237701,5.830334,0.9023325,71.13359,6.739807,8.740958,1.531418,151.2155,6.163665,8.636697,4.725996,4.457,92.591,0.5,16.4,0.27,86.94,7.27,73.83
"NAN","NAN",-0.1810549,-0.03575,16950.24,-0.2144411,"NAN","NAN",0,0,0,0,6.037931,302.5599,0,0.9314533,11.02319,0,0.0591917,4.264032,7.676574,0.2433388,0.9802058,79.42829,6.967529,1.889713,0.6191829,44.8283,7.823547,1.195766,0.5661831,40.57625,7.844604,2.169238,0.5083537,36.14289,7.676574,2.918025,0.6561127,47.91632,7.216857,5.838298,0.9079168,71.71318,6.698486,8.791595,1.523793,150.0661,6.163665,8.64244,11.6208,5.244,90.032,15,41.6,0.3,86.97,8,71.88
"NAN","NAN",-0.1641731,-0.032409,16948.26,-0.2206405,"NAN","NAN",0,0,0,0,6.807579,355.3621,0,0.8708158,11.7185,0,0.0562958,4.159583,8.478881,0.2422902,0.9814878,79.56866,7.009002,1.892963,0.618903,44.80529,7.781524,1.199031,0.5704879,40.91371,7.823547,2.163975,0.505286,35.81948,7.676574,2.912193,0.649508,47.3565,7.216857,5.837407,0.8835682,69.2033,6.719116,8.808783,1.547533,153.659,6.184173,8.670536,21.17508,6.2,83.504,36,62.4,0.34,86.98,8.54,69.84
