Ux,Uy,Uz,CO2,H2O,T_SONIC
-1.523619,-0.3333068,-0.1667434,606.2519,7.484389,24.18298
-1.854349,-0.3069717,-0.1762984,605.9843,7.504495,24.15198
-1.589241,-0.4239694,-0.1709488,606.1773,7.475613,24.20261
-1.685888,-0.2304153,-0.169752,606.2214,7.48229,24.19321
-1.583207,-0.325977,-0.215776,605.8931,7.526909,24.06116
-1.675761,-0.19779,-0.1863293,606.1149,7.534693,24.07574
-1.596251,-0.3860731,-0.2037917,606.3604,7.509729,24.16336
-1.638334,-0.1046321,-0.02826315,606.0804,7.543526,24.00223
-1.636175,-0.3137277,-0.1280103,606.5865,7.524511,24.11948
-1.66011,-0.4348045,-0.115304,606.7253,7.541096,24.08243
-1.290808,-0.2883523,-0.08248144,606.3517,7.534611,24.10999
-1.112664,0.05588776,-0.03829964,606.1682,7.555123,24.00644
-0.9695665,-0.06315622,0.07363217,606.3478,7.559971,24.00211
-0.9050649,-0.1347689,0.05277488,606.3237,7.585604,23.87894
-0.9423664,-0.06915093,-0.08683541,606.3717,7.634847,23.81613
-0.9647623,0.3050943,-0.007627099,606.4084,7.6296,23.87692
-0.9469147,0.0971988,0.01175825,606.2391,7.652071,23.84741
-0.9644301,0.09118456,0.002238909,606.6425,7.661366,23.77255
-0.9068499,0.1695653,0.06773537,606.6329,7.687979,23.7359
-0.6777692,0.3687791,0.1225241,606.6904,7.709214,23.71387
-0.8020321,0.08794912,0.05494871,606.4406,7.727402,23.69275
-0.8244746,0.3538128,0.05493124,606.6212,7.725272,23.67337
-0.7872819,0.1351076,-0.05560227,606.8904,7.746432,23.63937
-0.8895457,0.1008514,0.06600361,606.4539,7.752798,23.5972
-0.8875295,-0.07280816,0.1114666,606.4606,7.752367,23.55832
-0.788622,0.2157567,0.09821747,606.4976,7.780203,23.53632
-0.8675271,0.314926,0.1669938,606.724,7.782649,23.51331
-0.8862743,0.3758388,0.09593046,606.3484,7.800985,23.49219
-1.003149,0.3526967,0.1373826,606.7898,7.783366,23.55127
-0.9560938,0.09134786,-0.04301889,606.7828,7.776532,23.56583
-1.087653,0.2999046,0.07702503,606.7541,7.725985,23.65619
-1.053464,0.5594902,0.2615505,606.5035,7.69898,23.91061
-1.225811,0.1820419,-0.02894863,606.1905,7.636335,23.88098
-0.9942287,0.02628266,-0.016677,606.056,7.675282,23.79431
-1.133503,0.1977459,-0.09293851,605.9691,7.719171,23.66507
-1.128727,0.1435955,-0.00810331,606.3142,7.760687,23.58261
-0.9787536,0.2954767,0.04507538,606.5336,7.85885,23.38083
-0.9603526,0.321001,0.1487922,606.5756,7.869641,23.38135
-0.8183411,0.001868533,0.2841072,606.7042,7.882329,23.36981
-0.7426003,-0.06203477,0.1661912,606.6577,7.865487,23.42859
-0.8830004,-0.09493718,0.03727967,606.6927,7.877719,23.38962
-0.8331574,0.07350916,0.1022511,606.2744,7.893653,23.34531
-0.9028536,-0.218217,0.1245053,606.4612,7.906725,23.30469
-1.114077,0.2368864,0.03230517,606.1414,7.884876,23.45242
-0.927475,-0.2585815,-0.09744707,606.1836,7.845489,23.46265
-0.7563423,0.1979702,0.06610537,606.0679,7.806613,23.53854
-0.9521614,0.103228,0.1041915,606.296,7.768481,23.62189
-1.019278,0.043203,0.1533405,606.138,7.673487,23.86877
-1.274517,0.0467102,-0.1405584,606.3217,7.616477,23.93726
-1.002182,-0.05079766,0.02571796,606.3882,7.612933,23.93692
-1.076017,-0.07020599,0.07158736,606.4106,7.608804,23.94403
-1.642908,-0.4030416,-0.2212998,606.3109,7.617713,23.91458
-1.31134,-0.2885187,-0.1755478,606.1258,7.583151,23.92871
-1.536177,-0.3271206,-0.223959,606.3643,7.637192,23.78128
-1.723587,-0.2719671,-0.181426,606.3029,7.70178,23.67065
-1.6645,-0.5559902,-0.1918968,606.452,7.691899,23.79794
-1.437838,-0.1879637,-0.2532289,606.6304,7.639902,23.75256
-1.408705,-0.2009116,-0.1891643,606.7593,7.643532,23.8468
-1.876082,-0.3720729,-0.4138101,606.3224,7.558092,24.05011
-1.976113,-0.2603519,-0.2127864,606.726,7.608398,23.93414
-1.670073,-0.0964146,-0.2065456,606.43,7.603896,23.89935
-1.587398,-0.3157583,-0.3344651,606.0612,7.610338,23.84821
-1.652918,-0.1888923,-0.2561362,606.0301,7.628967,23.88113
-1.558315,-0.3803871,-0.3090972,606.0914,7.632183,23.85837
-1.541184,-0.11064,-0.2295292,606.3161,7.684885,23.77402
-1.030635,0.004611916,-0.1343179,606.4948,7.670093,23.81174
-1.042585,0.224713,-0.07846515,606.7504,7.661222,23.8139
-1.054994,0.3356557,0.007790078,606.447,7.672297,23.84354
-1.082912,0.2096759,0.033404,606.3575,7.677515,23.81488
-1.075836,-0.1057467,-0.06783022,606.1871,7.683924,23.77051
-1.087486,0.2573344,0.02743188,606.1351,7.684639,23.80389
-1.205695,0.01114236,0.07598935,606.0848,7.680591,23.76709
-1.515491,-0.2433387,-0.2508597,606.0352,7.69221,23.70462
-0.885803,-0.1371644,-0.05042921,606.1045,7.699493,23.7233
-0.8429552,0.2320421,-0.1056976,606.393,7.696765,23.72186
-0.7185618,-0.09479963,-0.2112937,606.7137,7.683001,23.72989
-0.9322433,-0.007065146,0.2463119,606.7401,7.69304,23.78439
-0.8659865,0.1503059,0.06890697,606.6104,7.643627,23.884
-0.7995165,-0.07825136,0.1173693,606.5751,7.650489,23.85251
-0.9515623,-0.3342075,0.05623252,606.5547,7.661296,23.84668
-1.132507,-0.1456378,0.1408857,606.6823,7.7094,23.71686
-1.334334,-0.4153047,0.03844138,606.2411,7.695173,23.70715
-1.303728,-0.09508663,-0.08865719,606.6515,7.732265,23.64752
-1.053102,-0.04931257,-0.04944184,606.1394,7.719666,23.65109
-1.070429,-0.05791945,-0.1894346,606.2419,7.72987,23.6384
-1.173772,-0.1174163,-0.2301864,606.1802,7.75767,23.55688
-1.151351,-0.3488344,0.1953578,606.8024,7.796149,23.51077
-0.9673337,-0.0666301,-0.1496718,606.6578,7.786722,23.51874
-1.028011,0.01083428,-0.120965,606.5228,7.718692,23.72391
-1.360832,-0.2912344,-0.02212337,606.243,7.611238,23.9671
-1.23961,0.1373613,0.1059231,606.0524,7.542544,24.08237
-1.218283,0.01905569,-0.02806178,606.3072,7.557309,24.10675
-1.404455,0.1040742,-0.133025,605.7654,7.431413,24.24066
-1.817293,-0.4792777,-0.2523223,605.3791,7.411753,24.31223
-1.709592,-0.4701063,-0.3213465,605.7797,7.419505,24.30698
-1.346198,0.1766116,-0.1822739,606.2416,7.423594,24.27478
-2.042691,-0.4083559,-0.1665593,606.4138,7.475783,24.19586
-1.798943,-0.6415703,-0.1222992,606.1317,7.569478,23.99548
-1.585674,0.3178369,-0.05072947,606.148,7.516409,24.0759
-1.475966,0.3133295,-0.2177844,606.1895,7.507133,24.1203
-1.583866,-0.3271898,0.05329103,605.7734,7.476303,24.12283
-2.073273,-0.158368,-0.2824593,605.4066,7.429781,24.31125
-1.472851,-0.04318018,0.1684629,605.6125,7.45609,24.12659
-1.617912,-0.1479021,-0.04944864,605.9611,7.400197,24.29605
-1.413859,0.1660836,-0.0336293,606.2531,7.432005,24.30637
-1.531864,-0.08774409,-0.1589787,605.8649,7.412836,24.30045
-1.583071,0.2495072,-0.1477141,605.6774,7.430048,24.2269
-1.405961,0.210659,-0.03755011,605.8831,7.456395,24.22986
-1.462879,-0.08724869,0.06126292,605.7491,7.433461,24.16934
-1.286938,0.3306111,0.08732431,605.6573,7.414933,24.29016
-1.16269,-0.03791258,0.03146366,605.4111,7.404659,24.27521
-1.442629,0.5443568,0.1634754,605.5297,7.416437,24.27719
-0.9659125,0.07817072,-0.05672085,605.5338,7.399559,24.31641
-1.041621,0.08565046,0.1595535,605.8007,7.423252,24.25165
-1.451629,-0.3713715,-0.207268,606.1238,7.480589,24.10403
-1.42273,-0.1666103,-0.01557533,606.2985,7.505159,24.08401
-1.174421,0.1082744,0.1564848,606.2002,7.527229,24.04846
-1.592384,-0.2798616,0.3986011,606.2725,7.518312,24.04745
-1.713771,-0.4247739,0.2149179,606.1265,7.612174,23.91513
-1.552442,-0.4139264,0.286812,606.1801,7.590898,23.91888
-1.551807,-0.300714,0.04595707,605.7606,7.646762,23.81335
-1.238535,0.1364345,0.1567128,606.0614,7.678239,23.741
-1.756537,0.5272415,-0.0264863,606.1266,7.719831,23.53848
-1.587749,0.2308394,0.1265558,606.2075,7.752196,23.66055
-1.366182,0.03463461,-0.06754158,605.799,7.627111,23.88162
-1.338572,0.3065761,0.1463066,605.9171,7.626579,23.85114
-1.668819,-0.2687923,-0.2700593,605.7767,7.538014,24.0173
-1.272422,0.2435514,0.08780615,606.1262,7.532148,24.04633
-2.059792,-0.2766767,-0.571351,605.8038,7.519841,24.07025
-1.601007,0.468136,0.1572368,605.6697,7.513883,24.11859
-1.578501,0.5702071,-0.3765703,605.7376,7.617121,23.88641
-2.123899,-0.3432314,-0.8564739,605.5057,7.458081,24.22546
-2.06487,-0.4491856,-0.3755312,606.2512,7.565164,23.98926
-1.66193,-0.6128992,-0.2957226,605.7502,7.527648,24.06305
-1.576258,-0.1653569,-0.1091474,606.5723,7.571558,24.11505
-1.693062,-0.3752745,-0.5127713,604.7238,7.258513,24.69443
-1.904509,-0.3409939,-0.7678533,604.8721,7.313105,24.38507
-1.583023,-0.1405957,-0.4436893,605.904,7.572421,23.99869
-1.349448,0.1644677,-0.004767072,606.0534,7.571637,24.0036
-1.209795,0.07925428,0.1074504,605.5121,7.535801,24.03195
-0.8995017,0.07704955,0.05441277,605.7353,7.542631,23.97525
-1.077343,0.2731619,-0.1193718,605.7402,7.530501,24.05426
-1.126454,0.1267878,-0.03593769,606.0721,7.569688,24.00784
-1.071859,0.3620538,0.1383113,606.726,7.789564,23.43552
-1.093255,0.01129162,0.07901026,607.1414,7.862461,23.40366
-1.160315,0.055803,0.234773,606.3226,7.751358,23.57678
-1.029179,-0.1779009,0.05044543,606.8269,7.777393,23.59827
-0.9086068,0.1575451,0.03115351,606.2875,7.732702,23.5853
-1.274459,-0.2730179,-0.1904396,605.7734,7.74435,23.53244
-1.427343,-0.4849326,0.0232346,606.3547,7.800663,23.50443
-1.18362,-0.7506416,-0.2633346,606.4115,7.717267,23.77878
-1.191388,-0.7966363,0.1922927,605.9478,7.590546,23.77304
-1.341513,-0.573272,0.3523043,606.541,7.816875,23.32394
-0.9802951,-0.5814579,-0.06017675,606.5674,7.801741,23.47342
-1.156914,-0.5229822,0.1860421,606.9511,7.861505,23.31558
-1.113986,-0.6015185,0.3109135,606.9247,7.910993,23.20895
-1.075372,-0.4115791,0.4220391,606.8898,7.862465,23.34396
-0.9898545,-0.3701616,0.3216679,607.0778,7.936808,23.15564
-0.8728132,-0.2691729,0.1907183,607.146,7.932202,23.17987
-1.301576,-0.1818338,-0.1164981,606.399,7.79371,23.50836
-1.2196,-0.4310067,-0.05179431,606.2743,7.772864,23.44943
-1.3489,-0.3895217,-0.07646202,606.1395,7.812924,23.38885
-1.258755,-0.2575255,-0.1833551,606.2765,7.743136,23.58405
-1.206002,-0.163649,-0.3331408,606.1787,7.732634,23.56763
-1.53845,-0.009388356,-0.1724185,606.374,7.803141,23.42514
-1.115191,-0.4832604,-0.3888686,606.1432,7.649169,23.87317
-1.31418,-0.4424923,-0.02136485,606.1979,7.726591,23.61267
-1.476976,-0.4799231,0.01350533,605.9189,7.57419,23.92917
-1.773643,-0.3876869,-0.2237512,605.7119,7.581678,23.94513
-1.723532,-0.3517503,-0.3417531,605.8778,7.46344,24.20572
-1.759534,-0.194156,-0.1945015,605.8665,7.604186,23.82126
-1.464743,-0.6384432,-0.1833281,605.5043,7.501688,24.06003
-1.403327,-0.8809587,-0.08187954,604.8444,7.50134,23.93314
-1.568312,-0.6016873,0.166926,606.3381,7.7613,23.44336
-1.775683,-0.5160532,0.186376,606.7529,7.895977,23.24323
-1.943117,-0.4897499,0.2331901,606.5542,7.853211,23.3103
-2.119123,-0.8686863,0.193501,605.7919,7.612419,23.76184
-2.511186,-0.731404,-0.1517535,603.9912,7.039672,25.13766
-2.438398,-0.7120546,-0.1599544,603.9941,7.01955,25.18475
-2.529136,-0.7603402,0.01845902,603.9156,7.009279,25.15881
-2.419957,-0.739473,0.08535196,603.5839,7.008569,25.189
-2.305045,-0.6299803,-0.1791401,603.312,7.023894,25.14508
-2.499218,-0.7114457,-0.2651149,604.3423,7.081073,24.98438
-2.746749,-0.5468583,-0.3705258,604.1522,7.042409,25.12173
-2.577695,-0.4968768,-0.2619804,604.0804,7.043738,25.14328
-2.707627,-0.6072304,-0.06744288,604.2298,7.041535,25.03101
-2.574806,-0.7074682,-0.1285288,604.0381,7.043224,25.10941
-2.596859,-0.7923197,-0.2467495,604.2841,7.064647,25.05743
-2.641473,-0.7751626,-0.2948138,603.7033,7.046078,25.12173
-2.716272,-0.8345846,-0.3253244,604.0898,7.103313,24.89325
-2.646087,-1.037494,-0.1385774,604.3688,7.168499,24.78528
-2.745975,-0.7310745,-0.05486856,604.8702,7.168747,24.87311
-2.344597,-0.8084154,-0.1240458,604.9402,7.163784,24.80118
-2.763426,-0.8867356,-0.09209522,604.9838,7.178092,24.80655
-2.671554,-0.7205938,-0.2176782,604.9001,7.17492,24.84009
-2.730439,-0.748723,-0.2319958,604.8829,7.159097,24.8815
-2.832809,-0.72381,-0.3234233,604.7349,7.182056,24.82715
-2.530633,-0.5787837,-0.3687644,604.6898,7.169598,24.83771
-2.648162,-0.5291401,-0.3619257,604.7042,7.201681,24.78625
-2.430305,-0.2416402,-0.472907,604.1854,7.20093,24.69781
-2.641817,-0.7096937,-0.3239518,605.4172,7.162591,24.91638
-2.506104,-0.6719527,-0.391036,604.8181,7.171612,24.89035
-2.732731,-0.6072203,-0.3584633,604.8843,7.173368,24.86099
-2.576298,-0.6491582,-0.4226222,605.3095,7.200164,24.79459
-2.40328,-0.564168,-0.3486393,605.1432,7.178033,24.85251
-2.406909,-0.6673436,-0.3410875,604.8501,7.196568,24.78595
-2.467003,-0.750892,-0.1396837,605.1439,7.243872,24.75119
-2.319529,-0.7340474,-0.1966742,604.9872,7.230238,24.72897
-2.175605,-0.6673834,-0.23612,604.7376,7.203907,24.73215
-2.1153,-0.359136,-0.4155732,604.689,7.223468,24.66168
-2.041208,-0.02678947,-0.4872369,605.3728,7.277146,24.51746
-2.158983,-0.2030701,-0.260704,605.4307,7.268468,24.62003
-2.078971,-0.4973187,-0.3276176,604.2672,7.261105,24.63654
-2.144674,-0.386866,-0.4491293,605.6819,7.336535,24.44724
-2.202785,-0.2445632,-0.5914493,604.8685,7.390877,24.48596
-2.031021,-0.6532632,-0.7944581,605.8386,7.344774,24.44342
-1.872137,-0.3693241,-0.3235395,605.1768,7.302439,24.54654
-2.087526,-0.2638333,-0.3331495,604.7993,7.300806,24.51129
-2.054456,-0.4653789,-0.2876078,604.9264,7.321044,24.45224
-1.873271,-0.1095694,-0.07414555,605.77,7.383331,24.3877
-1.80824,-0.2857438,-0.3421585,605.8048,7.40098,24.30157
-1.733066,-0.4952938,-0.5256977,605.4539,7.341646,24.50101
-1.604777,-0.4515171,-0.5518109,605.2749,7.32268,24.48703
-1.723812,-0.5209743,-0.5295756,605.5262,7.399419,24.32202
-1.470849,0.1252004,-0.3657457,605.5476,7.395077,24.35919
-1.890734,-0.2439799,-0.217674,605.4566,7.36329,24.34283
-1.806935,-0.1969894,-0.05632953,605.3948,7.405361,24.36313
-1.611779,0.2539071,0.1130574,605.7468,7.387894,24.26758
-1.415418,0.05778441,-0.1096725,605.8771,7.436538,24.20914
-1.007325,0.001744423,-0.08738291,605.8665,7.437219,24.22925
-1.14049,0.1196159,-0.2274143,605.7322,7.443616,24.2204
-1.224989,0.1659907,-0.3882362,606.124,7.480549,24.12653
-1.223625,0.000460163,-0.1381721,605.4842,7.478001,24.14941
-1.075925,0.3111902,0.1014106,605.7781,7.498854,24.07849
-1.201757,0.1214546,-0.3417873,605.6838,7.491426,24.14365
-1.158884,0.09317689,-0.03467113,605.7044,7.498322,24.07343
-1.27126,-0.1870889,-0.1225829,605.802,7.487618,24.13818
-0.8759298,0.1803984,-0.2586054,605.9503,7.491274,24.16531
-0.8615438,0.1217671,-0.08499886,606.014,7.47631,24.16446
-0.8994125,-0.01891603,0.1157882,605.8708,7.496814,24.05502
-0.9994814,-0.07662086,0.06843241,606.3249,7.550002,23.97507
-1.138387,-0.09921862,-0.1874128,606.1694,7.531109,24.02509
-1.001406,-0.08663455,-0.1198575,605.9503,7.567645,23.93835
-0.9443247,0.02619987,-0.04658116,605.8597,7.560557,23.94803
-1.247756,-0.2170084,-0.04508997,605.717,7.547618,23.95508
-1.110325,-0.1457191,0.1315011,606.2952,7.585465,23.87921
-0.9453106,0.04238968,0.09186946,606.0161,7.579481,23.90747
-0.6916476,-0.05647989,-0.02169682,606.4762,7.599247,23.84964
-0.6254569,0.197131,-0.003133084,606.2853,7.608479,23.82312
-0.6863475,0.2191425,-0.1106273,606.2804,7.637646,23.80444
-0.6542816,-0.01305525,0.003456819,606.4553,7.673955,23.71313
-1.467322,-0.3215967,-0.141801,606.5193,7.693097,23.61963
-1.409231,-0.1099952,-0.03235291,606.7293,7.740013,23.5119
-1.495671,-0.6137929,-0.08538201,607.2167,7.776091,23.54251
-1.245927,0.03735865,-0.2235305,606.3953,7.727562,23.6106
-1.169203,0.05933519,-0.2606308,606.5968,7.700074,23.60959
-1.057861,-0.04670136,-0.03497094,606.9958,7.719098,23.61722
-0.9496652,0.1591485,0.01685865,607.28,7.742157,23.59131
-1.17676,0.4795385,-0.08434823,607.5193,7.744988,23.54327
-1.21519,-0.04225125,-0.1045822,607.4155,7.723261,23.60904
-1.552456,-0.05931607,0.08578851,608.1207,7.800607,23.43637
-1.50916,-0.04763825,-0.03302981,606.2433,7.622525,23.7681
-1.564027,-0.1947532,0.427148,605.9492,7.644855,23.70847
-1.110673,-0.07209193,0.2139274,606.2103,7.618232,23.85843
-1.33307,0.06286992,0.009882989,606.3674,7.627974,23.78653
-1.35994,0.01655035,0.2265085,606.1508,7.51026,24.05377
-1.166788,-0.09369902,0.06422233,606.1597,7.467386,24.12704
-1.340448,0.01029903,-0.08311493,606.5155,7.502434,24.10852
-1.319291,0.1929539,0.1320178,606.0487,7.474617,24.2056
-2.001026,-0.4163022,0.1446583,605.6057,7.430096,24.27225
-1.125271,0.5028649,-0.09905636,605.9734,7.434181,24.2771
-1.534508,0.2192342,0.03715304,605.8789,7.441324,24.17554
-1.507453,-0.2443245,0.000274652,605.8929,7.458835,24.19012
-1.805272,-0.4137409,-0.2651426,605.7897,7.452209,24.19754
-1.605504,-0.1609643,0.1235931,606.2437,7.434453,24.22415
-1.774784,-0.1296487,-0.08515273,605.9251,7.415408,24.23413
-2.049192,-0.3988568,-0.3209128,606.2337,7.448144,24.28635
-1.903401,0.007096012,0.07697562,606.2177,7.41811,24.22061
-2.196175,-0.4507689,-0.2679988,605.6427,7.40475,24.30319
-1.871332,-0.07593305,-0.1435464,605.9341,7.385381,24.36865
-2.006533,-0.4052126,-0.2327732,605.6065,7.347434,24.46347
-1.91791,-0.4075283,-0.2748419,605.9243,7.335274,24.49847
-1.944554,-0.4382248,-0.2506977,605.6705,7.329315,24.50574
-2.054122,-0.3180128,-0.1931229,605.5269,7.366826,24.45477
-1.992833,-0.3449805,-0.1631381,605.5059,7.400269,24.32483
-2.088096,-0.5008247,-0.2188854,605.5612,7.32728,24.54568
-2.023047,-0.4607746,-0.212452,605.8527,7.308236,24.55112
-2.071729,-0.5677783,-0.3028171,606.0565,7.309233,24.54263
-2.026546,-0.2412828,-0.4106352,605.8932,7.332731,24.44699
-1.607836,-0.4232137,0.08393658,605.8942,7.360306,24.39438
-1.72101,-0.432936,-0.0824602,605.7526,7.299542,24.5415
-1.491156,-0.3090245,0.005639549,605.994,7.302117,24.57571
-1.212176,-0.431957,0.06421511,605.4394,7.305988,24.56778
-1.152288,-0.2167732,0.1879431,605.5265,7.346426,24.41907
-1.100083,0.1947827,0.05418358,605.5478,7.425757,24.25131
-0.9843936,0.0549672,0.03319488,606.0259,7.435983,24.20508
-1.045897,0.3996878,-0.002933252,606.6417,7.508729,24.0936
-1.031753,0.184054,0.142061,606.5419,7.514054,24.08582
-1.376623,0.2990829,-0.07717525,606.6688,7.504162,24.10788
-1.077396,0.2048275,0.08290032,606.4934,7.499369,24.12057
-1.009796,0.1924237,0.01554451,606.3325,7.496116,24.13492
-0.7139995,0.1267838,-0.06501148,606.2266,7.495103,24.13333
-0.6954199,-0.177193,-0.008916813,606.2642,7.508808,24.09042
-1.075318,-0.2094866,-0.08390913,606.3486,7.534863,23.99631
-0.7589069,0.04846375,0.1194835,606.3947,7.524836,23.98199
-0.9111378,0.155431,0.08538857,606.5895,7.552124,23.94339
-0.8119153,-0.03741819,0.03406733,606.6571,7.568209,23.94705
-0.7756943,0.01542061,0.09940512,606.9187,7.579913,23.88025
-1.151964,0.3547587,0.128378,606.6979,7.581262,23.97168
-0.7447915,0.1610096,-0.09159644,606.4669,7.588799,23.94949
-1.007504,0.2679739,0.05833615,606.8002,7.632396,23.84998
-1.215219,0.2906806,0.02036935,606.7748,7.64967,23.86383
-1.279854,0.5536532,-0.01249848,605.5627,7.490034,24.15192
-1.134469,0.2234296,-0.02103695,606.0365,7.511209,24.13074
-0.9597058,0.3433853,-0.03868042,606.4525,7.592148,23.9523
-1.197249,-0.1254845,0.4453728,606.8085,7.670776,23.73431
-1.343925,-0.3639465,-0.009851681,606.3815,7.563459,23.93735
-1.669881,-0.6783431,0.1312385,606.4084,7.514661,24.23862
-1.568241,-0.148538,-0.2850834,606.3122,7.484761,24.27777
-1.425586,-0.04142336,0.02376824,605.7502,7.415922,24.23459
-1.304767,0.07674187,-0.1641465,605.5477,7.398279,24.28326
-1.378205,-0.2359599,-0.4469353,605.7283,7.3621,24.42279
-1.165568,0.3170924,-0.003830181,605.9221,7.384133,24.3078
-1.032409,0.2265135,-0.1490627,606.013,7.408598,24.2594
-1.248626,0.0126749,-0.07905894,606.3341,7.494286,24.08749
-1.061507,-0.04629947,0.04105409,606.5482,7.504585,24.04935
-1.369247,-0.2202349,-0.2420627,606.4463,7.506958,23.9711
-1.771089,-0.209015,-0.330107,606.6911,7.607351,23.86719
-1.47441,-0.1512034,-0.2102616,606.4352,7.635274,23.74313
-1.738315,-0.4965275,-0.06853283,606.8186,7.722996,23.59888
-1.485588,-0.3448018,-0.1110462,606.674,7.704682,23.63489
-1.742466,-0.4283259,-0.1615507,606.2604,7.778375,23.43521
-1.82381,-0.3181452,0.03932227,606.6628,7.793657,23.4252
-1.839307,-0.7033008,-0.05267906,606.8655,7.798545,23.45975
-1.673653,-0.6016296,0.01851341,606.5792,7.775968,23.43161
-1.749584,0.002631153,-0.08612657,606.666,7.681485,23.68167
-1.119594,-0.2614934,0.1512218,606.6486,7.724288,23.59485
-1.262543,0.0840288,-0.09897042,606.6638,7.744526,23.54593
-1.208844,-0.3173028,-0.09506567,606.6622,7.770796,23.45297
-1.067444,0.07160665,-0.01413098,606.4757,7.796607,23.43323
-1.141771,-0.2673106,-0.177328,606.2885,7.789464,23.47946
-1.273002,-0.2310699,0.2146136,606.5292,7.772455,23.52539
-1.108711,-0.03708056,0.03176362,606.5601,7.805473,23.38663
-1.128436,0.03015002,-0.1006382,606.9463,7.796972,23.47446
-1.19591,0.2347755,-0.1721035,606.7475,7.700277,23.70325
-1.749936,0.2353913,-0.1163627,606.995,7.660952,23.82428
-1.334484,-0.1416776,-0.2747436,606.5187,7.553593,23.99936
-1.368273,0.1352363,-0.1860668,606.363,7.563656,23.92447
-1.484283,-0.3688329,-0.1743242,606.6124,7.574066,23.89279
-1.50932,-0.1306783,-0.2342264,606.272,7.557732,23.88324
-1.295174,-0.05729822,0.009982258,606.2517,7.580456,23.89502
-1.199767,-0.01833026,-0.1147542,606.1652,7.572481,23.92923
-1.121708,-0.2409939,0.02451054,606.3558,7.58699,23.94308
-1.080488,-0.2742944,0.1702373,606.2521,7.598969,23.8399
-1.426637,-0.442634,0.2030765,606.04,7.622324,23.80664
-1.28259,-0.06647458,-0.20625,606.6156,7.624408,23.80753
-1.521065,-0.4342819,-0.04743291,606.4978,7.652917,23.72256
-1.199303,0.08566838,0.1868433,606.6885,7.644042,23.78607
-1.622091,-0.04202283,-0.1758402,605.7712,7.486738,24.05832
-1.136441,0.1537748,0.1860675,606.2677,7.574666,23.85385
-1.246759,-0.1045154,-0.08926148,605.8193,7.490182,24.073
-1.209091,0.2414741,0.07706037,605.9205,7.476441,24.13303
-2.214687,-0.3431899,-0.2796129,605.2178,7.351634,24.43164
-1.742418,-0.1352267,-0.1374152,605.5299,7.41959,24.34564
-1.792872,0.04961783,-0.08075395,605.6247,7.405454,24.23788
-1.396896,0.4094217,-0.256196,605.838,7.421451,24.22903
-1.465097,0.09793041,-0.07689625,605.7938,7.508987,23.98453
-1.822313,-0.3233731,-0.2137952,606.2303,7.379381,24.43048
-1.959223,-0.2943937,-0.1695584,605.9478,7.359006,24.4895
-1.98809,-0.235341,-0.3261516,604.8126,7.251639,24.58307
-2.384638,-0.3599703,-0.4206026,604.824,7.307997,24.42169
-1.99992,-0.4486938,-0.4935951,605.0566,7.326051,24.54227
-1.373183,-0.3517011,-0.3781009,605.2107,7.358006,24.32806
-1.653103,-0.2851368,-0.1117387,605.2837,7.432847,24.18851
-1.420705,-0.6413724,0.1161407,606.0361,7.591831,23.84637
-1.40366,-0.2510576,-0.0510624,606.2285,7.514978,24.03369
-1.95591,-0.6623274,0.04742083,606.4412,7.514254,24.11951
-1.759859,-0.8647881,-0.01399353,605.5711,7.329751,24.51474
-1.904917,-0.1932145,-0.3161877,606.0262,7.447657,24.22183
-1.855395,-0.5771194,-0.3199788,605.5699,7.377008,24.41489
-1.736586,-0.1013273,-0.1427826,606.046,7.455891,24.17651
-1.560731,-0.3224405,-0.3411065,605.8193,7.518546,24.01221
-1.34984,-0.2151165,0.1264006,605.7088,7.527965,23.97787
-1.470177,-0.2137178,0.221765,606.1858,7.662322,23.67947
-1.321267,0.08161873,-0.09004461,606.2855,7.600514,23.81042
-1.217312,-0.03302521,-0.1562233,606.1055,7.622323,23.76053
-1.574712,-0.2513357,-0.1858985,606.5746,7.693854,23.67169
-1.432826,-0.4873663,-0.1328599,606.7228,7.63185,23.99411
-1.554057,-0.2690737,-0.09854518,605.8752,7.481518,24.14545
-1.39252,-0.1875852,-0.04390921,605.73,7.457203,24.1976
-1.63131,-0.4510316,-0.318797,606.0487,7.50095,24.18301
-1.033712,0.3134163,-0.1055823,605.8456,7.499869,24.05389
-1.046414,0.05732693,0.08817995,605.7124,7.516447,24.04315
-1.183795,0.08463193,0.1012796,605.8697,7.531641,24.00412
-1.787113,-0.4390192,-0.1203747,605.869,7.424891,24.32816
-1.79363,-0.05284667,-0.1690074,605.6157,7.400574,24.32312
-1.91497,-0.4053146,-0.2831845,606.1569,7.404686,24.32681
-1.816205,-0.5462894,-0.1057837,605.6815,7.44024,24.25558
-1.720367,-0.1822848,-0.2881975,606.0297,7.459343,24.23279
-1.910949,-0.3538382,-0.277642,605.8791,7.454231,24.18503
-1.701705,-0.6063663,0.0157626,605.8823,7.444731,24.24945
-1.186729,0.2619668,-0.03950194,605.9197,7.435893,24.26648
-1.102921,0.2539288,-0.1882513,605.4836,7.415508,24.3302
-0.9974083,-0.09671361,-0.02108316,605.8287,7.420142,24.26041
-1.011562,-0.2436951,-0.03450355,605.986,7.421276,24.24124
-1.187416,-0.4127583,-0.04404967,606.2076,7.43164,24.23682
-1.182706,0.02133373,0.08004939,606.6246,7.427083,24.21399
-1.185781,0.07186951,0.01753329,606.1594,7.430055,24.2529
