Ux,Uy,Uz,CO2,H2O,T_SONIC
-1.041104,-0.5012119,-0.01274271,597.7614,7.524863,25.63791
-1.004951,-0.7380965,0.07776597,598.6497,7.535193,25.61734
-0.9755945,-0.812073,0.01748275,599.369,7.615366,25.61768
-0.7304256,-0.7720042,0.01816796,599.0497,7.661131,25.56708
-0.7840517,-0.8239229,-0.178968,599.47,7.630028,25.56589
-0.8130676,-0.6251154,-0.170823,599.2012,7.678113,25.55777
-0.8253101,-0.6626219,-0.1515676,599.21,7.673418,25.54196
-1.07077,-0.7791041,0.07671218,596.9744,8.099069,25.48929
-1.211518,-0.6993819,-0.1486206,597.7692,7.952362,25.51825
-1.548026,-1.066728,0.08240107,598.3307,7.764875,25.54608
-1.711314,-1.049043,-0.1087476,599.6181,7.405629,25.62994
-1.788428,-0.9491453,-0.1808168,599.6398,7.404592,25.62952
-1.751369,-1.019856,-0.3376379,599.2621,7.437017,25.65128
-2.012281,-0.9148087,-0.3450976,597.9518,7.573444,25.70285
-2.044318,-0.7814295,-0.42616,597.7899,7.574029,25.69006
-2.361671,-1.042942,-0.6083881,597.7332,7.604227,25.70584
-2.473881,-1.008643,-0.2579574,597.0874,7.685004,25.66611
-2.410483,-1.118592,-0.1503236,597.6986,7.709654,25.64835
-2.495614,-1.118008,-0.1572539,597.6451,7.692575,25.60068
-2.221983,-1.091116,-0.05792822,598.0146,7.594954,25.64883
-2.168205,-1.021534,-0.05104963,598.3973,7.620017,25.64554
-2.068037,-0.9011624,0.04904368,598.1571,7.561447,25.66537
-2.06096,-0.7117547,0.04766827,597.7058,7.595696,25.65051
-1.849367,-0.6440734,0.0874667,598.0435,7.592067,25.65952
-1.833251,-0.7483365,-0.1056562,598.0786,7.511856,25.64542
-1.747314,-0.9480956,-0.2783234,601.1115,7.01892,25.66306
-1.759026,-1.053323,-0.4464692,602.3171,6.900065,25.67987
-1.751752,-0.652798,-0.6573062,601.6699,6.999921,25.66394
-1.487059,-1.028651,-0.2862123,600.9692,7.087548,25.67224
-1.447092,-0.8577898,-0.1696386,601.8602,6.929605,25.67615
-1.394583,-0.8065437,-0.1284463,602.1382,6.9382,25.67807
-1.385827,-0.8942945,-0.1571008,602.2402,6.98234,25.69363
-1.373258,-0.8458648,-0.1681438,600.8328,7.210414,25.71075
-1.482315,-0.6500487,-0.2242384,598.687,7.462314,25.68597
-1.381082,-0.4283552,-0.2014026,597.2944,7.668383,25.69223
-1.549987,-0.2621246,-0.2918746,596.4847,7.73177,25.70316
-1.471156,-0.1170891,-0.3588911,597.9105,7.483111,25.68591
-1.926086,-0.2389355,-0.2587128,598.8636,7.3887,25.72198
-1.420448,0.1902407,-0.3864492,598.0896,7.402268,25.71802
-1.64274,-0.2747152,-0.2117173,599.2874,7.270076,25.71591
-1.412855,-0.5238336,-0.21958,600.8475,7.159526,25.71045
-1.565212,-0.4109156,-0.23818,600.2585,7.176542,25.68839
-1.615989,-0.4467591,-0.1895998,600.8748,7.220479,25.67331
-1.734645,-0.5788958,-0.2868855,600.4087,7.233605,25.66074
-1.910627,-0.5017861,-0.2315229,600.4322,7.247125,25.66434
-1.853788,-0.3428884,-0.2229521,600.0212,7.230787,25.67444
-1.809685,-0.5319589,-0.1957801,599.6351,7.325218,25.67575
-1.727803,-0.6405326,-0.07536432,598.859,7.383558,25.70245
-1.784425,-0.8049574,0.1048203,596.8925,7.645427,25.70532
-1.863441,-0.6253642,0.2143744,597.5004,7.635138,25.72424
-1.838645,-0.6353177,0.08094805,597.0795,7.63194,25.69077
-1.578495,-0.8673091,-0.264779,598.3485,7.611979,25.60178
-1.744364,-0.6796618,-0.3514698,599.1924,7.469381,25.63876
-1.937183,-0.7321529,-0.2264442,597.9399,7.570475,25.72195
-1.998409,-0.6361837,-0.2823561,597.3478,7.686136,25.74417
-1.973946,-0.8370612,-0.2128778,595.7642,7.759277,25.79681
-2.249225,-0.7189722,-0.2819488,595.2676,7.787011,25.81076
-2.25982,-0.8069062,-0.0372866,596.4981,7.657874,25.67374
-2.405495,-0.7959183,-0.1167387,595.4424,7.844506,25.75586
-2.417703,-0.8698561,-0.1657958,596.8537,7.683654,25.68311
-2.508215,-1.172345,-0.4299778,596.5953,7.731914,25.61682
-2.204638,-1.037005,-0.2351963,597.7712,7.578478,25.71573
-1.729701,-0.9023769,-0.1853059,595.1725,8.030076,25.75021
-1.942812,-0.3713167,-0.1288965,594.993,8.090717,25.75897
-1.926296,-0.5288331,-0.2039049,596.4298,7.730366,25.74225
-1.865917,-0.4383997,0.008926774,596.5076,7.735175,25.71817
-1.464221,-0.332974,0.1405161,597.3677,7.577679,25.7937
-2.054416,-0.7101593,-0.1103652,600.0453,7.278296,25.72763
-2.128571,-0.7324351,-0.3039151,600.3187,7.192039,25.67517
-2.133404,-0.7847256,-0.2784679,601.2886,7.084156,25.67184
-2.13317,-0.8077252,-0.3159686,601.5181,7.080575,25.65723
-2.232407,-0.7235577,-0.3295677,601.6859,7.142116,25.67795
-2.081353,-0.7929217,-0.2707966,601.3779,7.107486,25.67038
-1.99099,-0.7520421,-0.272769,601.5046,7.129769,25.67432
-1.923358,-0.7681953,-0.2973149,601.4626,7.158334,25.69467
-2.072886,-0.861298,-0.5906568,600.7283,7.190641,25.67337
-2.164797,-0.7262566,-0.3882966,600.3121,7.217041,25.68018
-2.291024,-0.8443935,-0.5873891,600.5167,7.18776,25.68982
-2.303781,-0.5873189,-0.6361955,600.4109,7.265737,25.733
-2.271495,-0.8535537,-0.5447762,600.22,7.261521,25.69653
-2.256824,-0.8692088,-0.6932021,599.7205,7.308347,25.68622
-2.202157,-1.057607,-0.8220617,600.4202,7.243692,25.68719
-2.5053,-1.134925,-0.8085661,600.8646,7.207695,25.68243
-2.569618,-1.122524,-0.8027276,601.5079,7.092276,25.62744
-2.534003,-1.170315,-0.7698464,601.3318,7.12637,25.62479
-2.614382,-1.516874,-1.198241,599.385,7.723039,25.49976
-2.440834,-1.809926,-0.9258199,597.8784,7.741016,25.55817
-2.218311,-1.931562,-0.6328828,598.4635,7.746355,25.61456
-1.979759,-1.68327,-0.4358098,599.4338,7.585895,25.57806
-1.760017,-1.503498,-0.3838965,599.4941,7.669415,25.57043
-1.909851,-1.355412,-0.8331633,601.8073,7.137847,25.61014
-1.217385,-1.257894,-0.5920839,602.2145,7.067379,25.59537
-1.220836,-0.8217757,-0.4821587,601.4939,7.163649,25.66953
-0.9312885,-1.064313,-0.7707064,601.0723,7.286474,25.62817
-0.7418684,-0.5831358,-0.8847569,600.4852,7.345047,25.64078
-0.2795918,-1.19676,-0.3866368,600.3669,7.282208,25.65826
-0.4738545,-1.118467,-0.2419069,599.5264,7.365002,25.63269
-0.5869288,-1.169613,0.001831652,599.9453,7.442553,25.62869
-0.6229007,-1.438008,-0.04590612,600.2742,7.285611,25.68506
-0.8404042,-1.297177,-0.09392668,599.726,7.414029,25.64468
-0.3237393,-1.238165,0.2319476,598.7783,7.883289,25.58859
-0.3843016,-1.13751,0.2180751,598.8513,7.834167,25.58191
-0.4836086,-0.7329496,0.06843863,598.4298,7.854956,25.58197
-0.6494817,-0.5608561,0.1528275,599.0214,7.70698,25.59482
-0.4459799,-0.47011,0.03070193,599.4229,7.520249,25.64456
0.1625955,-0.4036422,0.6361724,598.7126,7.81642,25.61044
0.00099103,-0.3638148,0.8833202,597.4997,8.036552,25.63071
-1.155486,-0.4291442,0.5523639,597.6543,7.93543,25.62891
-1.194299,-0.626835,0.2082959,596.9993,7.858689,25.68863
-1.878963,-0.7626565,-0.215565,598.8203,7.419589,25.64725
-1.761267,-1.090931,-0.2929788,599.6622,7.42538,25.65634
-1.73643,-1.105035,0.04234327,600.8243,7.21931,25.62952
-1.569865,-1.048488,0.05859061,601.4484,7.142596,25.65787
-1.789714,-0.8614267,-0.178012,600.5466,7.225541,25.65875
-1.829011,-0.8174925,-0.2646711,601.881,6.998019,25.62222
-1.837438,-0.8695953,-0.4704677,602.2691,7.018605,25.59851
-1.863097,-0.8354325,-0.4029638,601.9126,7.048312,25.60449
-2.002176,-0.8493384,-0.4015357,601.5884,7.080498,25.64398
-1.932196,-0.8369709,-0.3698531,601.5333,7.107647,25.64163
-1.990757,-0.8082074,-0.3940397,601.4865,7.172585,25.65704
-1.834775,-0.8568813,-0.3811443,600.9581,7.177187,25.66147
-1.937928,-0.8610489,-0.3066396,601.3087,7.150301,25.65305
-1.897879,-0.7821845,-0.4275203,601.0328,7.189818,25.67502
-1.938697,-0.6270487,-0.4342279,601.6707,7.085064,25.617
-2.00318,-0.7816359,-0.3447223,601.7437,7.101496,25.63055
-1.998618,-0.9263248,-0.2893069,600.8473,7.17663,25.66296
-1.867873,-0.8281411,-0.3227914,600.5815,7.162568,25.63269
-1.836937,-0.8445397,-0.420165,601.3566,7.095183,25.6373
-1.819396,-0.7574507,-0.35101,601.5496,7.083673,25.62036
-1.777865,-0.8291288,-0.4583493,601.9985,7.054412,25.60123
-1.84033,-0.7624544,-0.4934098,602.6217,7.031803,25.57175
-1.882838,-0.8340364,-0.5266299,602.524,7.030487,25.61099
-1.851659,-0.8237846,-0.4432525,602.6282,7.026084,25.60333
-1.754194,-0.8367725,-0.4582721,602.4214,7.035511,25.61444
-1.742649,-0.8872243,-0.393523,602.0189,7.040555,25.58371
-1.736202,-0.9717661,-0.2725306,601.9846,7.040808,25.57858
-1.739618,-1.01258,-0.3283778,602.8102,7.006896,25.57864
-1.728329,-0.9109708,-0.2089998,602.6931,7.043769,25.57513
-1.645707,-0.9991419,-0.2560504,602.9144,7.054257,25.59671
-1.713588,-0.8960863,-0.2178344,602.3549,7.07012,25.61783
-1.702684,-0.9584346,-0.2895841,601.9868,7.060831,25.67859
-1.742024,-0.8349421,-0.4009353,602.0159,7.043355,25.67596
-1.756005,-0.9623964,-0.3042949,602.0194,7.049736,25.68286
-1.629085,-0.9896748,-0.3077023,601.9586,7.05066,25.65485
-1.669486,-0.8801873,-0.2026109,602.3812,7.064261,25.6553
-1.600828,-0.8135429,-0.2464221,602.3625,7.069312,25.66864
-1.577338,-0.8274524,-0.2096567,601.8876,7.109046,25.63782
-1.460825,-0.7579309,-0.1294842,601.6611,7.157789,25.63004
-1.538292,-0.7043585,-0.1563008,601.1586,7.216688,25.65146
-1.548644,-0.704698,-0.1809086,600.9551,7.252795,25.64102
-1.656687,-0.6180095,-0.1966717,600.7916,7.273796,25.63297
-1.528996,-0.66258,-0.1405739,599.7896,7.401031,25.62009
-1.528153,-0.4968357,-0.1341666,599.3644,7.377875,25.63065
-1.452826,-0.4089094,-0.2517095,600.054,7.316794,25.64044
-1.590351,-0.416633,-0.190978,599.8109,7.384794,25.65778
-1.492079,-0.4784538,-0.3395025,599.3184,7.418685,25.64679
-1.490626,-0.6742659,-0.3680362,597.8444,7.621496,25.66962
-1.442416,-0.6199952,-0.1173696,597.6305,7.600038,25.64957
-1.570781,-0.4765165,-0.0464172,597.0495,7.688997,25.68381
-1.53605,-0.476016,-0.2519468,598.0072,7.553923,25.6785
-1.53468,-0.4888736,-0.250958,598.4372,7.487741,25.69427
-1.570856,-0.59418,-0.1634136,598.466,7.489256,25.69125
-1.640263,-0.5560207,-0.1184743,598.8386,7.461432,25.6637
-1.407729,-0.5754699,-0.1978121,598.3785,7.470666,25.68149
-1.421967,-0.4887354,0.2060781,598.8773,7.434947,25.71353
-1.428237,-0.8281826,-0.05067944,597.8373,7.537297,25.69986
-1.561983,-0.8317763,-0.3738537,598.6465,7.504571,25.7063
-1.592658,-0.5734816,-0.1708186,599.8615,7.417065,25.63306
-1.507999,-0.5618596,0.1451689,599.8835,7.389062,25.68085
-1.636915,-0.5555503,-0.1795742,599.2148,7.37965,25.68591
-1.554655,-0.7616354,0.2743309,599.2601,7.419115,25.67163
-1.507027,-0.491867,0.03299706,599.506,7.37348,25.66031
-2.003807,-0.7182024,-0.04997441,599.0403,7.510669,25.63019
-1.868855,-0.8715208,-0.1569532,598.804,7.553172,25.65121
-1.948298,-0.9577038,-0.3897364,598.9159,7.412657,25.67889
-1.815329,-0.873232,-0.143364,598.9993,7.51321,25.70609
-1.934062,-1.014214,-0.03430136,598.7584,7.479947,25.66611
-1.861107,-1.035968,-0.1998778,598.1027,7.535191,25.70557
-1.745071,-1.017694,-0.2687059,598.3823,7.517008,25.70059
-1.730023,-0.9151402,-0.3989393,598.1828,7.561809,25.68207
-1.949505,-0.6847408,-0.4495561,598.453,7.517892,25.69666
-1.812392,-0.464779,0.04002996,597.2127,7.622004,25.70099
-1.653072,-0.4192163,0.1496457,597.0226,7.642792,25.70605
-1.42729,0.06930416,0.09852348,596.8613,7.6422,25.79068
-1.296234,0.3538041,-0.05742763,597.3029,7.597432,25.91135
-1.19976,0.03588986,-0.09963953,597.2461,7.589404,25.91885
-1.410397,-0.09243512,-0.08968006,597.8626,7.551057,25.82291
-1.831127,-0.1385051,0.03354335,597.4432,7.625554,25.80267
-1.620391,-0.2513579,-0.3686203,598.167,7.601539,25.7807
-1.37311,-0.07726783,-0.007803068,597.6064,7.625503,25.75342
-1.460719,-0.1842328,0.08557972,597.6098,7.614548,25.76779
-1.402152,0.00532746,-0.1486296,597.3696,7.589383,25.73941
-1.403905,0.04245365,0.09045553,597.0274,7.603215,25.80215
-1.494485,-0.4222288,0.000719974,596.6113,7.692161,25.76398
-1.210466,-0.197671,0.1144984,596.5816,7.680106,25.80582
-1.1124,-0.6063401,0.1116617,596.5766,7.757515,25.72372
-1.124201,-0.6018392,-0.002963372,596.4364,7.775284,25.70383
-1.40147,-0.3869439,0.1420057,596.9634,7.837581,25.61133
-1.476096,-0.4449651,0.105842,596.7037,7.86185,25.64792
-1.368938,-0.4232556,0.06712868,597.2133,7.728765,25.69296
-1.547081,-0.5956889,0.1125756,597.011,7.753775,25.72675
-1.777696,-0.2809894,-0.2424445,596.7059,7.641072,25.80914
-1.581896,-0.4495781,-0.05270914,595.9509,7.723183,25.7876
-1.93425,-0.5800686,0.1326152,595.3315,7.829957,25.74747
-1.830518,-0.7868207,0.01210325,596.7378,7.640276,25.73801
-2.065797,-0.9024291,-0.1077329,599.1219,7.364058,25.72937
-2.147566,-0.9914556,-0.2520893,599.9977,7.293099,25.75882
-2.025426,-0.9440507,-0.1721149,595.6326,7.824981,25.77789
-1.58785,-0.6298193,0.1128659,596.3661,7.750257,25.7515
-2.393032,-0.2784694,-0.4013945,595.6492,7.857758,25.76874
-2.09238,-0.6896432,0.08336671,595.0236,7.868917,25.80154
-2.266449,-0.6142288,-0.2522556,598.3841,7.476554,25.78076
-2.178187,-0.4864933,-0.195642,598.4745,7.380309,25.73868
-2.313515,-0.7080383,-0.1597739,600.2545,7.186094,25.73193
-2.216966,-0.6252305,-0.1847638,601.2361,7.080378,25.72629
-2.262901,-0.7610233,-0.2806716,601.2904,7.109975,25.75281
-2.354961,-0.6145703,-0.3248234,599.7305,7.231996,25.77051
-2.329762,-0.468268,-0.2406811,599.3427,7.318086,25.74255
-2.146945,-0.5827159,-0.216003,599.4727,7.411891,25.77295
-2.103294,-0.6415817,-0.1769386,598.9926,7.428538,25.77667
-2.039875,-0.6152042,-0.2745951,599.8823,7.233043,25.71094
-2.095801,-0.5004604,-0.3066258,600.0541,7.240655,25.7261
-2.177215,-0.5821312,-0.2660756,600.0936,7.214853,25.73825
-2.05158,-0.5047165,-0.2736895,601.0774,7.06319,25.67285
-1.968788,-0.5953863,-0.1865744,601.0406,7.086687,25.71408
-1.891734,-0.4247409,-0.09170581,601.0943,7.097832,25.74622
-1.995868,-0.5797397,-0.2882643,602.1037,7.003715,25.71423
-1.984176,-0.6098298,-0.1932546,602.3359,7.000158,25.72644
-2.08706,-0.4705856,-0.2828094,602.4223,6.943128,25.71387
-1.975692,-0.4907004,-0.1866575,602.5997,6.887448,25.6991
-2.153624,-0.5207551,-0.378466,602.5869,6.931192,25.72626
-2.090989,-0.6036445,-0.3149957,601.7999,6.993117,25.72531
-2.159378,-0.6070214,-0.2714975,601.5361,7.03747,25.75357
-2.256942,-0.6178956,-0.2910767,601.1455,7.128893,25.72198
-2.32229,-0.723613,-0.3187311,601.3741,7.112435,25.70987
-2.23235,-0.6892127,-0.3071841,601.4414,7.094192,25.7287
-2.263429,-0.6715529,-0.3265545,601.5839,7.063699,25.73993
-2.180973,-0.7376064,-0.3597408,601.6352,7.083488,25.73309
-2.204858,-0.7350186,-0.309378,602.1564,7.018633,25.73102
-2.113225,-0.6997285,-0.1873945,601.8366,7.019158,25.73096
-2.051567,-0.7370058,-0.1581791,601.261,7.136144,25.75815
-2.342746,-0.6498886,-0.1154834,600.2831,7.253475,25.78006
-2.275636,-0.7428018,-0.1860901,599.921,7.299848,25.7717
-2.226556,-0.7038807,-0.1029422,599.9505,7.225488,25.76382
-2.236548,-0.38347,-0.2418469,600.9287,7.173711,25.77362
-2.235287,-0.3942861,-0.2604118,601.3931,7.13869,25.75009
-2.313077,-0.5647725,-0.3264316,601.0092,7.14552,25.72714
-2.196316,-0.5361057,-0.2625225,601.3544,7.101467,25.7309
-2.222408,-0.4957277,-0.2474157,602.3302,7.062723,25.73703
-2.182802,-0.5564989,-0.2699987,601.5227,7.067954,25.73718
-2.13698,-0.4197946,-0.217949,602.1298,7.092345,25.74039
-2.09866,-0.3875259,-0.2380607,601.7535,7.038002,25.71985
-2.085209,-0.5477899,-0.3967362,601.8051,7.010234,25.68185
-2.080452,-0.2831894,-0.2576394,602.0919,7.023777,25.68481
-2.074212,-0.5601364,-0.2970662,601.7515,7.030715,25.72922
-2.076255,-0.5726004,-0.2193586,601.9899,7.051911,25.75705
-2.074845,-0.6685635,-0.2146755,600.2206,7.257771,25.75937
-2.103777,-0.3032524,-0.2389401,601.7751,6.995026,25.71088
-2.058317,-0.660355,-0.2249898,601.636,7.081254,25.71698
-1.987255,-0.5428125,-0.1979943,602.0296,6.99353,25.71323
-2.082936,-0.6382549,-0.1665154,601.738,7.015165,25.71152
-2.031089,-0.6235658,-0.2038661,601.7875,6.97162,25.71561
-2.031917,-0.6587772,-0.2354751,601.5483,7.018689,25.72864
-2.081747,-0.6431125,-0.2030287,601.6068,7.004899,25.73633
-2.100719,-0.5344048,-0.2027711,602.3052,6.927207,25.71182
-2.124617,-0.6745562,-0.2390144,602.5864,6.921768,25.72626
-2.084508,-0.5910746,-0.2162849,602.3265,6.95745,25.72272
-2.007471,-0.5622452,-0.2968948,602.6234,6.958312,25.71375
-1.981679,-0.4262879,-0.2271569,602.5511,6.946074,25.70538
-2.060643,-0.4756826,-0.2079845,601.7674,6.996221,25.69901
-2.071484,-0.5050854,-0.2362234,602.116,6.933186,25.71362
-2.095354,-0.5972169,-0.2737608,602.1587,6.925481,25.70718
-2.131717,-0.6379899,-0.2254902,602.0503,7.010034,25.73505
-2.038538,-0.6694716,-0.1733392,601.7197,7.020781,25.73434
-2.045948,-0.7075623,-0.2110833,601.6298,7.038907,25.74261
-1.989833,-0.634892,-0.2435305,601.8623,7.037466,25.73709
-2.001309,-0.5106353,-0.2511041,601.8842,7.027603,25.72803
-1.913166,-0.611163,-0.2252509,601.5411,7.030566,25.7356
-1.915092,-0.5536994,-0.1980199,601.7614,7.034375,25.74606
-2.010609,-0.6101485,-0.1737587,601.5532,7.027324,25.74545
-2.037416,-0.5439943,-0.1988016,601.4254,7.007702,25.76196
-2.14439,-0.6575837,-0.247684,601.5989,6.98883,25.74078
-2.064388,-0.7166306,-0.2623271,601.6677,6.989397,25.73892
-2.044452,-0.6538785,-0.2958169,602.0843,7.012077,25.72049
-2.133978,-0.7197689,-0.2355658,601.5991,7.046949,25.74005
-1.944343,-0.5830589,-0.1845595,600.6277,7.212766,25.72717
-1.929424,-0.7609394,-0.1966393,600.2098,7.25975,25.75873
-1.797824,-0.7424704,-0.133697,598.7338,7.387294,25.7471
-1.845689,-0.818396,-0.1090423,599.135,7.341211,25.74893
-1.734854,-0.8465548,-0.06530182,599.8744,7.206167,25.75128
-1.667901,-0.8429864,-0.1170484,599.1387,7.383107,25.77893
-1.673195,-0.8618702,-0.06052445,599.1124,7.376987,25.76193
-1.619668,-0.8869447,-0.1391205,597.9802,7.53724,25.82138
-1.793143,-0.8503972,-0.226178,596.9966,7.556335,25.7692
-1.552483,-0.9431841,-0.4054905,596.0301,7.701809,25.79538
-1.930849,-0.8727013,-0.1833297,598.5157,7.493221,25.73651
-1.916537,-0.7370756,-0.1677127,598.2892,7.446148,25.74692
-1.841287,-0.4045919,-0.1352401,598.2561,7.434762,25.74203
-2.026167,-0.6498633,-0.1773685,599.0797,7.296675,25.73563
-2.044447,-0.6674641,-0.1756663,599.7171,7.314429,25.72632
-1.974756,-0.6843152,-0.144656,599.271,7.270751,25.73117
-1.92732,-0.6782874,-0.2562649,599.8972,7.234786,25.73624
-1.907762,-0.5587625,-0.07389414,599.671,7.340793,25.75531
-1.903195,-0.6259497,-0.09137171,600.0795,7.2543,25.76767
-1.876955,-0.6468525,-0.1565839,599.6237,7.245268,25.78955
-1.752813,-0.6994776,-0.2396156,600.5052,7.163529,25.81091
-1.77619,-0.6907287,-0.2576289,599.8073,7.203752,25.8244
-1.757746,-0.7337083,-0.2415003,599.6661,7.238035,25.81274
-1.55755,-0.7791845,-0.2761624,599.2534,7.255196,25.81702
-1.563837,-0.7532666,-0.2575163,600.084,7.21902,25.82571
-1.78853,-0.8412194,-0.4530869,599.8066,7.301908,25.78915
-1.738808,-0.9084958,-0.5265256,599.4377,7.353366,25.80243
-1.678737,-0.7079234,-0.4707516,599.93,7.320757,25.78842
-1.745267,-0.9192903,-0.4406725,599.3339,7.337598,25.78424
-1.598225,-0.9618582,-0.4817314,599.6072,7.337687,25.78589
-1.556813,-0.9178772,-0.4422007,599.1755,7.345919,25.79688
-1.609733,-0.734658,-0.4278486,598.7153,7.358957,25.79849
-1.653385,-0.8032279,-0.5017321,598.3271,7.386475,25.82263
-1.558895,-0.5991402,-0.359801,598.6536,7.379022,25.79611
-1.362138,-0.6454811,-0.3096364,598.7349,7.385982,25.8002
-1.330505,-0.8754359,-0.2689324,598.4905,7.476787,25.79233
-1.481549,-0.6593728,-0.1974362,598.5553,7.445545,25.79214
-1.376116,-0.595181,-0.2047036,598.6273,7.42816,25.80234
-1.433879,-0.8487836,-0.297234,598.7643,7.396342,25.79364
-1.32677,-0.7831954,-0.1148134,597.5172,7.524666,25.7756
-1.282778,-0.6287106,-0.06416942,597.4578,7.572792,25.76981
-1.42609,-0.7089271,-0.005901717,596.4521,7.654737,25.77069
-1.477139,-0.7304948,-0.1410623,596.0219,7.716205,25.75919
-1.549468,-0.7357475,-0.1250419,595.9577,7.721725,25.77322
-1.638917,-0.7387806,-0.2866912,599.2936,7.385953,25.82785
-1.600611,-0.7493713,-0.3200718,598.3257,7.464856,25.79367
-1.524353,-0.7808852,-0.08227778,598.7637,7.439606,25.73654
-1.636104,-0.7227286,-0.1521079,599.7106,7.372585,25.72305
-1.692306,-0.7485906,-0.2075363,598.6879,7.406782,25.77869
-1.748818,-0.7096756,-0.1220133,598.9468,7.327011,25.78931
-1.918146,-0.6890937,-0.1284273,599.2192,7.357356,25.81573
-2.023953,-0.6771632,-0.3867027,598.3334,7.477272,25.75726
-1.969297,-0.7990453,-0.4285157,598.1992,7.446669,25.76801
-1.792426,-0.8729532,-0.2841331,597.7357,7.559234,25.71149
-1.752081,-0.849772,-0.2986194,598.0121,7.517038,25.77219
-2.018395,-0.8335417,-0.2983034,598.7297,7.453564,25.74841
-2.107437,-0.8040882,0.03829051,598.507,7.549684,25.75305
-1.91185,-0.8331891,0.04107816,598.1725,7.609421,25.72784
-1.98269,-0.7853987,0.0690699,598.0928,7.626952,25.71201
-1.96601,-0.6580839,-0.0592193,598.8461,7.426738,25.80707
-1.876769,-0.7690727,-0.04837306,598.9464,7.391658,25.80856
-2.022095,-0.7781116,0.02030007,598.6838,7.408211,25.80545
-1.860916,-0.7725679,-0.05372477,598.3607,7.433305,25.81107
-1.770398,-0.7197279,-0.04546505,598.7767,7.390133,25.81741
-1.773437,-0.6865966,-0.05265319,599.7219,7.319971,25.83118
-1.89822,-0.7211457,-0.002545218,599.015,7.400446,25.81802
-1.905512,-0.7110119,0.04436652,598.9912,7.401656,25.81671
-1.856547,-0.613638,0.08456537,599.139,7.401649,25.83817
-1.764864,-0.7360143,0.06349786,599.0367,7.401192,25.82489
-1.791998,-0.6973234,0.06628208,598.9594,7.399471,25.83102
-1.730682,-0.6223434,0.1082734,598.9841,7.400977,25.82303
-1.729075,-0.7493469,0.03239619,598.5509,7.43997,25.8165
-1.691083,-0.7324371,-0.02971293,598.3282,7.446119,25.80569
-1.760984,-0.6266214,-0.04664455,598.4708,7.468497,25.77878
-1.853274,-0.7355503,-0.1550786,598.9261,7.444188,25.77835
-2.104281,-0.6496053,-0.09069585,598.9351,7.465517,25.73581
-2.051443,-0.7154377,0.0668231,598.028,7.559234,25.72693
-1.983413,-0.3914161,-0.0914022,598.8835,7.461059,25.77298
-1.835561,-0.566332,-0.2971528,598.6934,7.49296,25.7886
-1.763391,-0.7116016,-0.2170435,597.9006,7.557391,25.75851
-1.725579,-0.6355587,-0.1127897,597.5594,7.578033,25.759
-1.695919,-0.8191446,-0.464789,597.5111,7.564538,25.78082
-1.66274,-0.8619768,-0.5381458,596.897,7.630838,25.78003
-1.61919,-0.8012857,-0.4009878,596.5555,7.650487,25.7681
-1.847721,-0.6689581,-0.296807,596.8627,7.752954,25.78357
-2.114701,-0.8392701,-0.1592964,595.9554,7.773968,25.76456
-2.320587,-0.9409493,-0.3447923,597.8098,7.550162,25.70306
-2.295667,-0.9539592,-0.5049253,598.1324,7.548617,25.69693
-2.111651,-1.197956,-0.1927554,596.7699,7.708941,25.69626
-2.165647,-0.9713764,-0.8206796,599.9758,7.433821,25.69565
-2.18744,-1.075152,-0.7842298,601.7399,7.186656,25.53989
-2.120743,-1.066301,-0.6472501,601.8969,7.150526,25.57257
-2.14662,-0.9493048,-0.6799814,601.1606,7.220148,25.58942
-2.121699,-1.107724,-0.7249642,599.0717,7.492099,25.64041
-1.991929,-0.8665395,-0.714671,599.3147,7.418605,25.64478
-1.634179,-0.7427894,-0.7214728,598.5551,7.465604,25.67996
-1.370378,-1.190648,-0.6673719,597.9755,7.590101,25.63391
-1.443461,-1.102672,-0.5360185,599.1053,7.470048,25.63828
-1.520983,-1.280253,-0.7584704,597.4133,7.676487,25.58542
-1.545183,-1.101838,-0.729778,598.2411,7.538909,25.58923
-1.497408,-1.229153,-0.04306205,596.4361,7.812012,25.67908
-1.453365,-1.015061,-0.1075742,595.7258,7.967569,25.62964
-1.231717,-1.285889,0.06263831,595.7585,8.092355,25.60684
-1.111142,-1.103973,-0.01281227,596.0326,8.068762,25.58514
-0.5087994,-1.23531,0.2563109,596.7459,8.150435,25.56665
-1.101868,-0.8074943,0.0174507,596.712,8.052596,25.48157
-1.045118,-0.7746097,-0.09237464,599.025,7.702094,25.49515
-0.9270069,-0.9368832,0.2193802,596.4012,8.071153,25.55945
-1.272506,-1.038508,-0.01165751,597.1782,7.872162,25.54434
-1.193202,-1.014449,-0.2322468,600.0385,7.379319,25.56689
-1.156921,-1.223494,-0.05223554,599.9522,7.373152,25.58344
-1.062785,-1.159251,-0.2790751,600.3432,7.305426,25.63443
-1.096131,-1.203477,-0.4333677,601.0922,7.142205,25.53186
-1.086857,-1.210876,-0.4418306,600.774,7.28273,25.62076
-1.064682,-1.20019,-0.3296028,600.3082,7.413547,25.65875
-0.9827061,-1.004033,-0.2721891,598.9355,7.478197,25.67328
-1.120638,-0.9125935,-0.3327519,599.3477,7.44791,25.66043
-1.044525,-0.8704523,-0.3747329,599.3808,7.446025,25.65735
-0.894969,-0.9188837,-0.4600511,598.9731,7.496289,25.67154
-0.09078927,-0.2906652,-0.1414976,598.7526,7.486101,25.70233
